title,description,category,location,image_url,related_link,st_date,end_date,st_time,end_time
Payment Deadline - Fall 2019,Deadline to avoid class cancellation by 4:00 pm Eastern Time.,Other/Miscellaneous,"Atlanta, GA",gatech_logo.png,https://www.calendar.gatech.edu/event/622725,"Monday, August 26, 2019","Monday, August 26, 2019",00:00,23:59
Extended Hours for Package Pickup at the Post Office,Extended Hours are back at the Post Office Package Pickup Window!,,Georgia Tech Post Office,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Extended_Package_Hours_8.5x11_F19_Extended_Hours_8.5x11_Layout_1_0.jpg?itok=vM0yXl1s,https://www.calendar.gatech.edu/event/624698,"Monday, August 19, 2019","Monday, August 19, 2019",08:30,18:00
Georgia Tech / Amazon Partnership Recruiting Events,"Amazon partnership events taking place Monday, August 26 through Thursday, August 29","Career/Professional development,Other/Miscellaneous,Seminar/Lecture/Colloquium","Tech Walkway (8/26, 10-2pm weather permitting), other events ISyE Buildings (755/765 Ferst Drive)",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/1-GT_Amazon-Days2019_1900.jpg?itok=eHLwMeJz,https://www.calendar.gatech.edu/event/594349,"Monday, August 26, 2019","Thursday, August 29, 2019",09:00,17:00
Museum Exhibit: Cut and Paste,"Open from August 19 - November 14, 2019",Arts and Performance,Robert C. Williams Museum of Papermaking,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/LRodriguez_CutPaste02_CMYK_1.jpg?itok=B4TdXdmQ,https://www.calendar.gatech.edu/event/624301,"Monday, August 19, 2019","Monday, August 19, 2019",09:00,17:00
Fall 2019 Intramural Registration - Session 1 ,"Intramurals provide students, faculty, and staff the opportunity for competition and fun in a variety of team and individual sports activities. Register before spaces are filled! ",Sports/Athletics,"Atlanta, GA",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/StampsFieldSign_2018_0.jpg?itok=ps_F1Tfi,https://www.calendar.gatech.edu/event/625013,"Monday, August 26, 2019","Thursday, August 29, 2019",09:00,12:00
Let's Talk,“Let’s Talk” is a program that provides consultations with Georgia Tech counselors. ,Other/Miscellaneous,"Clough Undergraduate Learning Commons, Communication Center, Suite 447",gatech_logo.png,https://www.calendar.gatech.edu/event/624019,"Monday, August 19, 2019","Monday, August 19, 2019",10:00,12:00
International Opportunities Open House,Please join OIE advisors for information about the many ways you can go global.,Other/Miscellaneous,Student Center Peachtree Room,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/OIE_Open_House.Full_Flyer.2019.png?itok=E9hCGezm,https://www.calendar.gatech.edu/event/622061,"Monday, August 26, 2019","Monday, August 26, 2019",10:30,12:00
Immunoengineering Seminar Series,"""Encoding and Decoding Specificity in Adaptive Immunity by Deep Learning"" - Sai Reddy, Ph.D. - ETH Zurich",Seminar/Lecture/Colloquium,"Petit Biotechnology Building, Room 1128 - Atlanta, GA",gatech_logo.png,https://www.calendar.gatech.edu/event/622813,"Monday, August 26, 2019","Monday, August 26, 2019",11:00,12:00
Introduction to R Studio,"R is a free, open source statistical analysis software package that is commonly used in research environments for data analysis and visualization. ",Training/Workshop,Georgia Tech Library: Crosland Tower Classroom 2130,gatech_logo.png,https://www.calendar.gatech.edu/event/624376,"Monday, August 26, 2019","Monday, August 26, 2019",11:00,12:30
Salesforce Day in the Lobby ,Salesforce will host a Day in the College of Computing Building commons. ,Career/Professional development,11am-4pm CCB commons,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Salesforce_Spring_2019_Logo_3.png?itok=qzGbDLz-,https://www.calendar.gatech.edu/event/624663,"Monday, August 26, 2019","Monday, August 26, 2019",11:00,16:00
"Money Monday: Organize, Plan and Own Your Future",Employees can learn simple investing strategies for financial well-being. ,Training/Workshop,"Georgia Tech Police Department 965 Hemphill Ave, NW",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/moraine-lake-978640_1920_0.jpg?itok=S6qBxc4I,https://www.calendar.gatech.edu/event/624772,"Monday, August 26, 2019","Monday, August 26, 2019",12:00,13:00
"Canvas Training By Instructure - Leveraging Modules - Aug 26, 2019",Leveraging Modules teaches users how create flow within a course by organizing and structuring content with the Modules tool.,Training/Workshop,Online ,gatech_logo.png,https://www.calendar.gatech.edu/event/625132,"Monday, August 26, 2019","Monday, August 26, 2019",13:30,14:30
2019 Officials Sport Clinics Phase 1 ,Get the skills you need to officiate/score keep for any of the intramural sports offered at the CRC for the Fall semester.,,Various Locations,gatech_logo.png,https://www.calendar.gatech.edu/event/624409,"Monday, August 26, 2019","Monday, August 26, 2019",17:00,20:00
Grant Writing Workshop for Student Organizations,Come learn the do’s and don’ts around grant writing.,Other/Miscellaneous,"Smithgall Building, Room 117 ",gatech_logo.png,https://www.calendar.gatech.edu/event/624418,"Monday, August 26, 2019","Monday, August 26, 2019",17:00,18:00
Academic Quizbowl Team First Practice,Come to the Academic Quizbowl Team's first meeting of the year,"Other/Miscellaneous,Student sponsored","Room L3, Howey Physics Building",gatech_logo.png,https://www.calendar.gatech.edu/event/624499,"Monday, August 26, 2019","Monday, August 26, 2019",18:00,19:45
Filmmakers @ Georgia Tech Info Session,"Tired of tour guides telling you that the internship was filmed on campus? Well, now you can make films on campus (and off campus) and brag about it too! ","Arts and Performance,Student sponsored","Room L2, Howey Physics Building",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/9b96f811-4563-421b-9227-fe4fd0999a865f525eb7-edc3-49a1-958a-7a11b40faf29_0.jpg?itok=Eyr2AAh-,https://www.calendar.gatech.edu/event/624654,"Monday, August 26, 2019","Monday, August 26, 2019",18:00,19:00
Is Faith Reasonable in a Scientific World?,"On a science driven campus like Georgia Tech, it’s easy to feel as though claims of faith are just that – unprovable claims you must simply cling to even when the evidence is piled against them. But is this really the case? ","Other/Miscellaneous,Student sponsored","Room 109, Instructional Center",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/b988981a-b948-427c-86bc-5c9f685d004ac6af74b2-1e02-4d8d-9e27-bf423bd137c5.jpg?itok=oRVRZ67A,https://www.calendar.gatech.edu/event/624947,"Monday, August 26, 2019","Monday, August 26, 2019",18:30,20:00
"Salesforce Tech Talk: The Forces Behind Salesforce: The Lightning Platform, the Formula Engine,and Web App Defense","Salesforce will host a Tech Talk in the Klaus Advanced Computing Building, Room 1116EW. ",Career/Professional development,6:30pm – 8pm Klaus 1116 E&W.,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Salesforce_Spring_2019_Logo_2.png?itok=Nb8Bmp7J,https://www.calendar.gatech.edu/event/624685,"Monday, August 26, 2019","Monday, August 26, 2019",18:30,20:00
Nothin' but Treble Auditions,"Come audition for Nothin' but Treble, Georgia Tech's premier all-female a cappella group. ","Arts and Performance,Student sponsored","Room C340, Van Leer Building",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/b4385ab5-2d78-4290-8e41-c8efa0d8626626f22481-d301-4931-a1ab-79880084fb31.jpg?itok=rMRIn_i-,https://www.calendar.gatech.edu/event/624632,"Monday, August 26, 2019","Monday, August 26, 2019",19:00,20:00
Sympathetic Vibrations Auditions,Open auditions are being held for the all-male a cappella group.,"Arts and Performance,Student sponsored",Van Leer C240,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/7a2245a7-3ef7-45e8-9889-1274259287ec574bde1c-e9b8-47b6-94bf-1129d2f89552.png?itok=kV0fwN2m,https://www.calendar.gatech.edu/event/625077,"Monday, August 26, 2019","Monday, August 26, 2019",19:00,21:00
DramaTech announces auditions for THE PIANO LESSON,August Wilson's Piano Lesson seeks actors,"Arts and Performance,Student sponsored","DramaTech Theatre, Back Corner of Ferst Center for the Arts",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/PianoAud_0.jpg?itok=wxalbpXX,https://www.calendar.gatech.edu/event/625114,"Monday, August 26, 2019","Monday, August 26, 2019",19:15,22:00
Q Chats: LGBTQIA Discussion Groups (Women's Group),Students who identify as queer women are invited to join the LGBTQIA Resource Center for Q Chat. ,Other/Miscellaneous,LGBTQIA Resource Center,gatech_logo.png,https://www.calendar.gatech.edu/event/624454,"Monday, August 26, 2019","Monday, August 26, 2019",19:30,20:30
Fall 2019 Intramural Registration - Session 1 ,"Intramurals provide students, faculty, and staff the opportunity for competition and fun in a variety of team and individual sports activities. Register before spaces are filled! ",Sports/Athletics,"Atlanta, GA",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/StampsFieldSign_2018_0.jpg?itok=ps_F1Tfi,https://www.calendar.gatech.edu/event/625013,"Monday, August 26, 2019","Thursday, August 29, 2019",09:00,12:00
Georgia Tech / Amazon Partnership Recruiting Events,"Amazon partnership events taking place Monday, August 26 through Thursday, August 29","Career/Professional development,Other/Miscellaneous,Seminar/Lecture/Colloquium","Tech Walkway (8/26, 10-2pm weather permitting), other events ISyE Buildings (755/765 Ferst Drive)",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/1-GT_Amazon-Days2019_1900.jpg?itok=eHLwMeJz,https://www.calendar.gatech.edu/event/594349,"Monday, August 26, 2019","Thursday, August 29, 2019",09:00,17:00
Extended Hours for Package Pickup at the Post Office,Extended Hours are back at the Post Office Package Pickup Window!,,Georgia Tech Post Office,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Extended_Package_Hours_8.5x11_F19_Extended_Hours_8.5x11_Layout_1_0.jpg?itok=vM0yXl1s,https://www.calendar.gatech.edu/event/624698,"Monday, August 19, 2019","Monday, August 19, 2019",08:30,18:00
Museum Exhibit: Cut and Paste,"Open from August 19 - November 14, 2019",Arts and Performance,Robert C. Williams Museum of Papermaking,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/LRodriguez_CutPaste02_CMYK_1.jpg?itok=B4TdXdmQ,https://www.calendar.gatech.edu/event/624301,"Monday, August 19, 2019","Monday, August 19, 2019",09:00,17:00
Salesforce Office Hours,Salesforce will host Office Hours in CCB 340 from 9:30am-4pm for students to learn more about their company culture and open opportunities. ,Career/Professional development,College of Computing Building Room 340,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Salesforce_Spring_2019_Logo_1.png?itok=qLA0If2Y,https://www.calendar.gatech.edu/event/624705,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",09:30,16:00
Time & Absence and Payroll: Info Session 2,Session Full - Register today to learn about Georgia Tech's transition to OneUSG Connect and get a sneak peek of Time & Absence and Payroll,,Engineered Biosystems Building (EBB) – CHOA Seminar Room,gatech_logo.png,https://www.calendar.gatech.edu/event/623875,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",10:00,11:30
"Canvas Training By Instructure - Managing Quizzes - Aug 27, 2019",BUILDING BLOCK SERIES - *Prerequisite: Please have one pre-built sample quiz available to use for hands-on activities.,Training/Workshop,Online ,gatech_logo.png,https://www.calendar.gatech.edu/event/625134,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",10:30,11:30
IEEE Kickoff Meeting,The first event of the semester for the Institute of Electrical and Electronics Engineers.,Student sponsored,Klaus 1447,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/c9766187-145f-43da-ac0b-6b5d57b9af0da398a701-3b4a-4b27-b188-bbc51605a2e6.png?itok=zq6h2Q-J,https://www.calendar.gatech.edu/event/625083,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",11:00,12:00
Undergraduate Consulting Club Fall 2019 Information Session,"Come out to the Bill Moore Student Success Center Press Room A on Tuesday, August 27th at 12pm to learn more about the Undergraduate Consulting Club.","Career/Professional development,Student sponsored","Press Room A, Bill Moore Student Success Center",gatech_logo.png,https://www.calendar.gatech.edu/event/625218,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",11:00,12:00
Cell Manufacturing Seminar Series,"""Precision Profiling of Microbiome-host Interactions via Single Molecule and Single Cell Sequencing"" - Iwijn De Vlaminck, Ph.D. - Cornell University",Seminar/Lecture/Colloquium,"Petit Biotechnology Building, Room 1128 - Atlanta, GA",gatech_logo.png,https://www.calendar.gatech.edu/event/619418,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",11:00,12:00
Study Abroad 101: Exchange Edition,These sessions are intended to give students general study abroad information to help them get started in selecting a study abroad program and specifically in selecting an exchange.,Other/Miscellaneous,Student Center Room #320,gatech_logo.png,https://www.calendar.gatech.edu/event/621473,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",11:00,12:00
Info Session: Spring 2020 Georgia Legislative Internship Program,Make money and earn course credit while experiencing public service first-hand!,,Clough 102,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/2019_GLIP_photo_1.jpg?itok=hOsxIzVn,https://www.calendar.gatech.edu/event/623666,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",11:00,12:00
OSP RCR Workshop,This RCR Workshop session on Research Misconduct satisfies one hour of the in-person RCR compliance training requirement for trainees funded by applicable NSF or NIH projects.,Seminar/Lecture/Colloquium,Van Leer (ECE) Room C240,gatech_logo.png,https://www.calendar.gatech.edu/event/624552,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",11:00,12:00
Graduate Women’s Welcome,Join the Women's Resource Center for Graduate Women’s Welcome event!,Other/Miscellaneous,"Women’s Resource Center, Smithgall (Flag) Building, Suite 131",gatech_logo.png,https://www.calendar.gatech.edu/event/624603,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",11:00,13:00
NCR Day in the Lobby,NCR will host a Day in the College of Computing Building commons. ,Career/Professional development,11am-4pm CCB commons,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/NCR_logo.png?itok=SyQJFPLv,https://www.calendar.gatech.edu/event/624687,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",11:00,16:00
Nano@Tech: System Scaling through Heterogeneous Integration,"Nano@Tech is an organization comprised of professors and graduate and undergraduate students from Georgia Tech and nearby academic institutions, as well as professionals from the corresponding scientific community that are interested in nanotechnology.",Seminar/Lecture/Colloquium,Marcus Nanotechnology Building 1117-1118 | 345 Ferst Drive | Atlanta GA | 30332,gatech_logo.png,https://www.calendar.gatech.edu/event/622284,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",12:00,13:00
Be Well: Federal Student Loan Forgiveness," Come learn about the different types of student loan forgiveness programs, what the qualifications are and whether any are right for you.",Training/Workshop,"Student Center, Rm 321",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/be-well-2019_15.png?itok=6y7XJACh,https://www.calendar.gatech.edu/event/622968,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",12:00,13:00
PACE Consulting Session,PACE Consulting Session,Training/Workshop,Molecular Sciences & Engineering Room 1201A,gatech_logo.png,https://www.calendar.gatech.edu/event/624813,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",13:00,15:00
The Welcome Home Month: Unsure of your Major?,Unsure About Your major? We Can Help!,Training/Workshop,"Atlanta, GA",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Unsure_of_Your_Major___Explore_Your_Options_%282%29_%28002%29.png?itok=OpoVOsi2,https://www.calendar.gatech.edu/event/624945,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",14:00,23:59
Let's Talk,“Let’s Talk” is a program that provides consultations with Georgia Tech counselors. ,Other/Miscellaneous,"Center for Engineering Education and Diversity (CEED), Pettit Microelectronics (MiRC) Building",gatech_logo.png,https://www.calendar.gatech.edu/event/624020,"Tuesday, August 20, 2019","Tuesday, August 20, 2019",14:00,16:00
ECE Rush,"ECE first-years, transfer students, and undecided engineering majors: Learn how your imagination and ingenuity can change the world in this interesting, diverse, and high-paying field.",,Klaus Building Atrium,gatech_logo.png,https://www.calendar.gatech.edu/event/623521,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",14:30,17:00
Nuclear Security Enterprise (NSE) Recruitment Event ,"The National Nuclear Security Administration and their Management & Operating Partners will be hosting an event on Tuesday, August 27th 2:30 PM - 5:00 PM Press Room A. and B of the Student Success Center.  ","Career/Professional development,Conference/Symposium,Seminar/Lecture/Colloquium","Bill Moore Student Success Center, Press room A/B",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/NSE-Day-3-25-2019_0.png?itok=wnKQe9YL,https://www.calendar.gatech.edu/event/624317,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",14:30,17:00
Dean Jacqueline J. Royster and Nine Years of Transformative Leadership,A celebration honoring Dean Royster.,Other/Miscellaneous,"The Georgia Institute of Technology Alumni House 190 North Avenue NW Atlanta, GA 30313",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Dean_Invite_0.jpg?itok=uPxtDWdv,https://www.calendar.gatech.edu/event/622622,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",15:00,17:00
OSP RCR Workshop,This two-day workshop on August 27 and 29 consists of four individual sessions. Each session satisfies one hour of the in-person RCR compliance training requirement for trainees funded by applicable NSF or NIH projects.,Seminar/Lecture/Colloquium,Pettit Room 102A,gatech_logo.png,https://www.calendar.gatech.edu/event/624550,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",15:00,16:55
Undergraduate Research Ambassador Open House,Undergraduate Research Ambassador Open House,Other/Miscellaneous,"Clough Undergraduate Learning Commons, 2nd Floor, Clough 205Q",gatech_logo.png,https://www.calendar.gatech.edu/event/609822,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",17:00,18:00
Patent Tuesdays,"Are you an inventor, an entreprenuer, a student or a researcher who is getting ready to apply for a patent or someone who is curious about patents? ",Training/Workshop,Georgia Tech Library: Crosland Tower Classroom 2130,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Patent_tuesday_updated_copy_copy_3.png?itok=2FgXZM5m,https://www.calendar.gatech.edu/event/623685,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",17:00,19:00
2019 Officials Sport Clinics Phase 1 ,Get the skills you need to officiate/score keep for any of the intramural sports offered at the CRC for the Fall semester.,,Various Locations,gatech_logo.png,https://www.calendar.gatech.edu/event/624409,"Monday, August 26, 2019","Monday, August 26, 2019",17:00,20:00
Society of Women Engineers General Body Meeting,Come out to our general body meeting every Tuesday from 5:15 to 7 PM in Smithgall Student Services (Flag Building) Room 117. ,,"Room 117, Smithgall Student Services (Flag) Building",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/efb664d2-765d-4e95-a01d-ab99f5f14477a2adc062-df65-4c66-91fe-941d8cbb5b29.jpg?itok=VksZamMf,https://www.calendar.gatech.edu/event/624549,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",17:15,19:00
Circle K First Meeting,Circle K is the world's largest collegiate organization. ,Student sponsored,"Room 211, Instructional Center",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/1451700830_0.png?itok=1VdFU3nC,https://www.calendar.gatech.edu/event/624900,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",18:00,19:00
Data Science at Georgia Tech Fall 2019 Kickoff,"Join us at the Kickoff on Tuesday, August 27, 2019, to learn more about our workshops, projects, opportunities and much more you can get as a member of DSGT!",Student sponsored,"Room 2443, Klaus Advanced Computing Building",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/5ff1418f-0e68-4620-9fc2-7a731fee48cb4a50a4a7-c7cd-4584-8edd-ac283c50afe7.jpg?itok=s0LaEqi0,https://www.calendar.gatech.edu/event/624899,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",18:00,19:00
Psychology Club Meeting,Come to J.S. Coon 148 for our first Psych Club Meeting of the Fall semester! We'll all get to know each other and start planning out the semester.,Student sponsored,"Room 148, J.S. Coon Building",gatech_logo.png,https://www.calendar.gatech.edu/event/625232,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",18:00,19:00
Q Chats: LGBTQIA Discussion Groups (Men’s Group),Students who identify as queer men are invited to join the LGBTQIA Resource Center for Q Chat. ,Other/Miscellaneous,LGBTQIA Resource Center,gatech_logo.png,https://www.calendar.gatech.edu/event/624445,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",18:00,19:00
Filmmakers @ Georgia Tech Info Session,"Tired of tour guides telling you that the internship was filmed on campus? Well, now you can make films on campus (and off campus) and brag about it too! ","Arts and Performance,Student sponsored","Room L2, Howey Physics Building",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/9b96f811-4563-421b-9227-fe4fd0999a865f525eb7-edc3-49a1-958a-7a11b40faf29.jpg?itok=XUxwSGvV,https://www.calendar.gatech.edu/event/624655,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",18:00,19:00
"NCR ""Innovation Lab"" Tech Talk","NCR will host an ""Innovation Lab"" Tech Talk at their HQ in Tech Square! ",Career/Professional development,"864 Spring Street NW Atlanta, GA 30308",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/NCR_Tech_Talk_Flyer-_Fall_2019_Final_0.png?itok=lapL4Xei,https://www.calendar.gatech.edu/event/624703,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",18:00,19:00
Bits of Good Recruitment Kickoff Meeting,"Bits of Good Recruitment meeting to learn more about our organization, and how we help our local Atlanta community","Career/Professional development,Other/Miscellaneous,Student sponsored","Room 017, College of Computing Building",gatech_logo.png,https://www.calendar.gatech.edu/event/625186,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",18:30,20:00
Energy Club 2019-20 Kickoff Meeting,"We'll walk through our goals for the club, how you can get involved, and what to expect this year. ","Other/Miscellaneous,Student sponsored","Room 301, Student Center",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/7f2372ec-b560-4f23-9bcc-30e138fed1ec73993e14-8153-44f5-99d4-821266310e7f.jpg?itok=gtqjZHWf,https://www.calendar.gatech.edu/event/624543,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",18:30,19:30
Society of Asian Scientists and Engineers Kickoff,Come to our kickoff to learn more about membership in the Society of Asian Scientists and Engineers! We will be having free food at the event as well as general information.,"Career/Professional development,Student sponsored","Room 209, Instructional Center",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/sase_0.png?itok=1Y1sAw58,https://www.calendar.gatech.edu/event/624906,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",19:00,20:00
Waterski and Wakeboard Club Meeting,The Waterski and Wakeboard Club will discuss the status of the club and possible future trips.,"Sports/Athletics,Student sponsored","Room G021, Molecular Science and Engineering Building",gatech_logo.png,https://www.calendar.gatech.edu/event/624935,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",19:00,20:00
Sympathetic Vibrations Auditions,Open auditions are being held for the all-male a cappella group.,"Arts and Performance,Student sponsored",Van Leer C240,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/7a2245a7-3ef7-45e8-9889-1274259287ec574bde1c-e9b8-47b6-94bf-1129d2f89552.png?itok=kV0fwN2m,https://www.calendar.gatech.edu/event/625077,"Monday, August 26, 2019","Monday, August 26, 2019",19:00,21:00
Barbell Club Kickoff Meeting,"At this meeting we'll be discussing our different tiers of membership, how to register and pay dues, events to look forward to during the semester, and involvement in the club. ","Sports/Athletics,Student sponsored","Room L3, Howey Physics Building",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/e93b4d15-5bc9-40e9-aa0c-479db5a2bca3899c2a05-2cfd-43ee-87cf-b35f897a76b2.jpg?itok=M2T3YyPg,https://www.calendar.gatech.edu/event/625228,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",19:00,20:00
DramaTech announces auditions for THE PIANO LESSON,August Wilson's Piano Lesson seeks actors,"Arts and Performance,Student sponsored","DramaTech Theatre, Back Corner of Ferst Center for the Arts",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/PianoAud.jpg?itok=engCy6xk,https://www.calendar.gatech.edu/event/625115,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",19:15,22:00
"Q Chats: LGBTQIA Discussion Groups (Trans, Gender Non-Conforming, and Gender-Questioning Group)","Students who identify as trans, gender non-conforming, or are gender-questioning are invited to join the LGBTQIA Resource Center for Q Chat. ",Other/Miscellaneous,LGBTQIA Resource Center,gatech_logo.png,https://www.calendar.gatech.edu/event/624473,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",19:30,20:30
Theology of the Body,"Theology of the Body is the Catholic Church's teaching on marriage, family, gender, sexuality, and more, as developed by Pope St. John Paul II.","Other/Miscellaneous,Student sponsored","Georgia Tech Catholic Center, Basement, 172 4th St NW",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/5ea32a57-3e8f-40ed-8b18-dcc19ec034cce33ab7ad-633d-407f-aa04-ef5a1be1b90a.jpg?itok=32gvJJAG,https://www.calendar.gatech.edu/event/624064,"Tuesday, August 27, 2019","Tuesday, August 27, 2019",20:00,21:15
Georgia Tech / Amazon Partnership Recruiting Events,"Amazon partnership events taking place Monday, August 26 through Thursday, August 29","Career/Professional development,Other/Miscellaneous,Seminar/Lecture/Colloquium","Tech Walkway (8/26, 10-2pm weather permitting), other events ISyE Buildings (755/765 Ferst Drive)",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/1-GT_Amazon-Days2019_1900.jpg?itok=eHLwMeJz,https://www.calendar.gatech.edu/event/594349,"Monday, August 26, 2019","Thursday, August 29, 2019",09:00,17:00
Fall 2019 Intramural Registration - Session 1 ,"Intramurals provide students, faculty, and staff the opportunity for competition and fun in a variety of team and individual sports activities. Register before spaces are filled! ",Sports/Athletics,"Atlanta, GA",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/StampsFieldSign_2018_0.jpg?itok=ps_F1Tfi,https://www.calendar.gatech.edu/event/625013,"Monday, August 26, 2019","Thursday, August 29, 2019",09:00,12:00
Extended Hours for Package Pickup at the Post Office,Extended Hours are back at the Post Office Package Pickup Window!,,Georgia Tech Post Office,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Extended_Package_Hours_8.5x11_F19_Extended_Hours_8.5x11_Layout_1_0.jpg?itok=vM0yXl1s,https://www.calendar.gatech.edu/event/624698,"Monday, August 19, 2019","Monday, August 19, 2019",08:30,18:00
"Canvas Training By Instructure - Group Work & Collaboration - Aug 28, 2019","Group Work & Collaboration introduces teachers to collaboration features in Canvas, including discussions, group assignments, the Collaboration tool, and web conferencing.",Training/Workshop,Online ,gatech_logo.png,https://www.calendar.gatech.edu/event/625136,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",08:30,09:30
"Stubbins Gallery Exhibition: Mies Award, The European Union Prize for Contemporary Architecture",The Mies Award exhibition will be available August 28 through October 11 in Stubbins Gallery.,Arts and Performance,Stubbins Gallery,gatech_logo.png,https://www.calendar.gatech.edu/event/623724,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",09:00,17:00
Museum Exhibit: Cut and Paste,"Open from August 19 - November 14, 2019",Arts and Performance,Robert C. Williams Museum of Papermaking,https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/LRodriguez_CutPaste02_CMYK_1.jpg?itok=B4TdXdmQ,https://www.calendar.gatech.edu/event/624301,"Monday, August 19, 2019","Monday, August 19, 2019",09:00,17:00
Microsoft Innovation Fair ,Microsoft will host an Innovation Fair in the Klaus Advanced Computing Building Atrium. ,Career/Professional development,"Klaus Advanced Computing Building, Atrium ",https://www.calendar.gatech.edu/sites/default/files/styles/item-image/public/events/related-images/Microsoft_Spring_2019_Logo.png?itok=l_-eCuLH,https://www.calendar.gatech.edu/event/624707,"Wednesday, August 28, 2019","Wednesday, August 28, 2019",10:00,15:00
